file name,mask name,mask number,class
Small_images_Masks\259-1_part_10.png,Small_images_Masks\259-1_part_10_seg.npy,148,0
Small_images_Masks\218-6_part_3.png,Small_images_Masks\218-6_part_3_seg.npy,734,1
Small_images_Masks\218-5_part_8.png,Small_images_Masks\218-5_part_8_seg.npy,491,1
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,200,1
Small_images_Masks\238-3_part_20.png,Small_images_Masks\238-3_part_20_seg.npy,145,0
Small_images_Masks\249-1_part_19.png,Small_images_Masks\249-1_part_19_seg.npy,22,0
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,813,0
Small_images_Masks\238-2_part_13.png,Small_images_Masks\238-2_part_13_seg.npy,288,0
Small_images_Masks\218-5_part_22.png,Small_images_Masks\218-5_part_22_seg.npy,241,1
Small_images_Masks\218-4_part_14.png,Small_images_Masks\218-4_part_14_seg.npy,477,1
Small_images_Masks\218-6_part_12.png,Small_images_Masks\218-6_part_12_seg.npy,933,1
Small_images_Masks\218-5_part_6.png,Small_images_Masks\218-5_part_6_seg.npy,770,1
Small_images_Masks\259-1_part_6.png,Small_images_Masks\259-1_part_6_seg.npy,451,0
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,446,0
Small_images_Masks\218-5_part_6.png,Small_images_Masks\218-5_part_6_seg.npy,504,0
Small_images_Masks\218-4_part_21.png,Small_images_Masks\218-4_part_21_seg.npy,93,1
Small_images_Masks\218-5_part_21.png,Small_images_Masks\218-5_part_21_seg.npy,74,0
Small_images_Masks\218-5_part_19.png,Small_images_Masks\218-5_part_19_seg.npy,341,0
Small_images_Masks\238-1_part_3.png,Small_images_Masks\238-1_part_3_seg.npy,213,0
Small_images_Masks\218-5_part_1.png,Small_images_Masks\218-5_part_1_seg.npy,547,1
Small_images_Masks\238-4_part_16.png,Small_images_Masks\238-4_part_16_seg.npy,133,0
Small_images_Masks\238-6_part_11.png,Small_images_Masks\238-6_part_11_seg.npy,159,1
Small_images_Masks\218-5_part_14.png,Small_images_Masks\218-5_part_14_seg.npy,16,0
Small_images_Masks\218-6_part_6.png,Small_images_Masks\218-6_part_6_seg.npy,852,1
Small_images_Masks\238-1_part_4.png,Small_images_Masks\238-1_part_4_seg.npy,452,0
Small_images_Masks\218-4_part_17.png,Small_images_Masks\218-4_part_17_seg.npy,554,0
Small_images_Masks\249-1_part_20.png,Small_images_Masks\249-1_part_20_seg.npy,314,1
Small_images_Masks\218-6_part_20.png,Small_images_Masks\218-6_part_20_seg.npy,141,1
Small_images_Masks\238-6_part_11.png,Small_images_Masks\238-6_part_11_seg.npy,226,0
Small_images_Masks\238-5_part_3.png,Small_images_Masks\238-5_part_3_seg.npy,35,0
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,624,1
Small_images_Masks\238-3_part_16.png,Small_images_Masks\238-3_part_16_seg.npy,407,1
Small_images_Masks\249-2_part_3.png,Small_images_Masks\249-2_part_3_seg.npy,86,0
Small_images_Masks\238-2_part_12.png,Small_images_Masks\238-2_part_12_seg.npy,94,1
Small_images_Masks\238-6_part_17.png,Small_images_Masks\238-6_part_17_seg.npy,214,0
Small_images_Masks\218-5_part_23.png,Small_images_Masks\218-5_part_23_seg.npy,712,1
Small_images_Masks\218-5_part_1.png,Small_images_Masks\218-5_part_1_seg.npy,611,0
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,490,0
Small_images_Masks\218-4_part_23.png,Small_images_Masks\218-4_part_23_seg.npy,139,0
Small_images_Masks\249-1_part_3.png,Small_images_Masks\249-1_part_3_seg.npy,76,0
Small_images_Masks\218-6_part_24.png,Small_images_Masks\218-6_part_24_seg.npy,389,0
Small_images_Masks\218-5_part_17.png,Small_images_Masks\218-5_part_17_seg.npy,76,0
Small_images_Masks\218-6_part_12.png,Small_images_Masks\218-6_part_12_seg.npy,305,1
Small_images_Masks\218-4_part_3.png,Small_images_Masks\218-4_part_3_seg.npy,31,1
Small_images_Masks\218-5_part_6.png,Small_images_Masks\218-5_part_6_seg.npy,461,0
Small_images_Masks\259-1_part_1.png,Small_images_Masks\259-1_part_1_seg.npy,412,0
Small_images_Masks\218-5_part_22.png,Small_images_Masks\218-5_part_22_seg.npy,566,1
Small_images_Masks\218-6_part_14.png,Small_images_Masks\218-6_part_14_seg.npy,248,1
Small_images_Masks\238-2_part_5.png,Small_images_Masks\238-2_part_5_seg.npy,428,0
Small_images_Masks\259-1_part_14.png,Small_images_Masks\259-1_part_14_seg.npy,440,1
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,526,0
Small_images_Masks\218-5_part_2.png,Small_images_Masks\218-5_part_2_seg.npy,541,0
Small_images_Masks\218-6_part_10.png,Small_images_Masks\218-6_part_10_seg.npy,75,0
Small_images_Masks\249-1_part_5.png,Small_images_Masks\249-1_part_5_seg.npy,89,0
Small_images_Masks\218-6_part_22.png,Small_images_Masks\218-6_part_22_seg.npy,616,0
Small_images_Masks\218-4_part_20.png,Small_images_Masks\218-4_part_20_seg.npy,96,0
Small_images_Masks\218-5_part_23.png,Small_images_Masks\218-5_part_23_seg.npy,35,0
Small_images_Masks\238-2_part_8.png,Small_images_Masks\238-2_part_8_seg.npy,1,0
Small_images_Masks\249-3_part_14.png,Small_images_Masks\249-3_part_14_seg.npy,209,0
Small_images_Masks\218-4_part_5.png,Small_images_Masks\218-4_part_5_seg.npy,215,0
Small_images_Masks\238-2_part_3.png,Small_images_Masks\238-2_part_3_seg.npy,262,0
Small_images_Masks\238-6_part_9.png,Small_images_Masks\238-6_part_9_seg.npy,208,0
Small_images_Masks\218-4_part_16.png,Small_images_Masks\218-4_part_16_seg.npy,129,0
Small_images_Masks\218-5_part_11.png,Small_images_Masks\218-5_part_11_seg.npy,512,1
Small_images_Masks\218-4_part_15.png,Small_images_Masks\218-4_part_15_seg.npy,82,1
Small_images_Masks\249-1_part_2.png,Small_images_Masks\249-1_part_2_seg.npy,142,0
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,114,1
Small_images_Masks\218-6_part_6.png,Small_images_Masks\218-6_part_6_seg.npy,520,1
Small_images_Masks\238-3_part_23.png,Small_images_Masks\238-3_part_23_seg.npy,163,0
Small_images_Masks\218-4_part_23.png,Small_images_Masks\218-4_part_23_seg.npy,816,1
Small_images_Masks\218-5_part_12.png,Small_images_Masks\218-5_part_12_seg.npy,580,0
Small_images_Masks\218-6_part_12.png,Small_images_Masks\218-6_part_12_seg.npy,704,1
Small_images_Masks\218-6_part_20.png,Small_images_Masks\218-6_part_20_seg.npy,101,1
Small_images_Masks\218-5_part_19.png,Small_images_Masks\218-5_part_19_seg.npy,320,1
Small_images_Masks\238-2_part_19.png,Small_images_Masks\238-2_part_19_seg.npy,88,0
Small_images_Masks\218-6_part_24.png,Small_images_Masks\218-6_part_24_seg.npy,674,0
Small_images_Masks\218-4_part_14.png,Small_images_Masks\218-4_part_14_seg.npy,161,1
Small_images_Masks\218-6_part_12.png,Small_images_Masks\218-6_part_12_seg.npy,206,1
Small_images_Masks\238-2_part_21.png,Small_images_Masks\238-2_part_21_seg.npy,357,0
Small_images_Masks\238-3_part_2.png,Small_images_Masks\238-3_part_2_seg.npy,245,1
Small_images_Masks\238-6_part_24.png,Small_images_Masks\238-6_part_24_seg.npy,232,0
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,103,1
Small_images_Masks\238-2_part_12.png,Small_images_Masks\238-2_part_12_seg.npy,96,0
Small_images_Masks\238-6_part_2.png,Small_images_Masks\238-6_part_2_seg.npy,287,1
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,774,1
Small_images_Masks\218-6_part_21.png,Small_images_Masks\218-6_part_21_seg.npy,84,1
Small_images_Masks\218-4_part_2.png,Small_images_Masks\218-4_part_2_seg.npy,74,1
Small_images_Masks\218-5_part_11.png,Small_images_Masks\218-5_part_11_seg.npy,204,1
Small_images_Masks\218-4_part_4.png,Small_images_Masks\218-4_part_4_seg.npy,184,1
Small_images_Masks\218-4_part_21.png,Small_images_Masks\218-4_part_21_seg.npy,773,0
Small_images_Masks\218-5_part_3.png,Small_images_Masks\218-5_part_3_seg.npy,22,0
Small_images_Masks\218-4_part_23.png,Small_images_Masks\218-4_part_23_seg.npy,138,1
Small_images_Masks\238-6_part_4.png,Small_images_Masks\238-6_part_4_seg.npy,201,0
Small_images_Masks\249-3_part_22.png,Small_images_Masks\249-3_part_22_seg.npy,168,0
Small_images_Masks\238-1_part_8.png,Small_images_Masks\238-1_part_8_seg.npy,250,1
Small_images_Masks\218-5_part_7.png,Small_images_Masks\218-5_part_7_seg.npy,655,1
Small_images_Masks\238-4_part_1.png,Small_images_Masks\238-4_part_1_seg.npy,11,0
Small_images_Masks\238-2_part_11.png,Small_images_Masks\238-2_part_11_seg.npy,1,0
Small_images_Masks\218-4_part_9.png,Small_images_Masks\218-4_part_9_seg.npy,205,1
Small_images_Masks\238-6_part_8.png,Small_images_Masks\238-6_part_8_seg.npy,83,1
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,650,1
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,195,1
Small_images_Masks\218-5_part_11.png,Small_images_Masks\218-5_part_11_seg.npy,714,1
Small_images_Masks\218-5_part_24.png,Small_images_Masks\218-5_part_24_seg.npy,370,1
Small_images_Masks\218-4_part_23.png,Small_images_Masks\218-4_part_23_seg.npy,317,1
Small_images_Masks\218-5_part_12.png,Small_images_Masks\218-5_part_12_seg.npy,888,1
Small_images_Masks\238-1_part_9.png,Small_images_Masks\238-1_part_9_seg.npy,377,0
Small_images_Masks\218-4_part_17.png,Small_images_Masks\218-4_part_17_seg.npy,631,1
Small_images_Masks\259-1_part_1.png,Small_images_Masks\259-1_part_1_seg.npy,118,1
Small_images_Masks\218-5_part_12.png,Small_images_Masks\218-5_part_12_seg.npy,748,0
Small_images_Masks\218-5_part_15.png,Small_images_Masks\218-5_part_15_seg.npy,88,0
Small_images_Masks\238-3_part_6.png,Small_images_Masks\238-3_part_6_seg.npy,396,0
Small_images_Masks\218-6_part_23.png,Small_images_Masks\218-6_part_23_seg.npy,436,0
Small_images_Masks\238-3_part_22.png,Small_images_Masks\238-3_part_22_seg.npy,241,1
Small_images_Masks\238-6_part_4.png,Small_images_Masks\238-6_part_4_seg.npy,92,0
Small_images_Masks\218-5_part_11.png,Small_images_Masks\218-5_part_11_seg.npy,96,0
Small_images_Masks\218-5_part_2.png,Small_images_Masks\218-5_part_2_seg.npy,438,1
Small_images_Masks\218-6_part_25.png,Small_images_Masks\218-6_part_25_seg.npy,253,1
Small_images_Masks\218-4_part_8.png,Small_images_Masks\218-4_part_8_seg.npy,558,1
Small_images_Masks\259-1_part_4.png,Small_images_Masks\259-1_part_4_seg.npy,15,1
Small_images_Masks\249-1_part_20.png,Small_images_Masks\249-1_part_20_seg.npy,20,0
Small_images_Masks\238-4_part_9.png,Small_images_Masks\238-4_part_9_seg.npy,62,1
Small_images_Masks\218-5_part_17.png,Small_images_Masks\218-5_part_17_seg.npy,410,1
Small_images_Masks\218-5_part_22.png,Small_images_Masks\218-5_part_22_seg.npy,297,0
Small_images_Masks\218-6_part_4.png,Small_images_Masks\218-6_part_4_seg.npy,600,0
Small_images_Masks\249-1_part_4.png,Small_images_Masks\249-1_part_4_seg.npy,125,0
Small_images_Masks\218-5_part_22.png,Small_images_Masks\218-5_part_22_seg.npy,876,1
Small_images_Masks\218-5_part_7.png,Small_images_Masks\218-5_part_7_seg.npy,430,0
Small_images_Masks\218-6_part_18.png,Small_images_Masks\218-6_part_18_seg.npy,289,1
Small_images_Masks\249-2_part_20.png,Small_images_Masks\249-2_part_20_seg.npy,34,0
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,25,0
Small_images_Masks\238-3_part_11.png,Small_images_Masks\238-3_part_11_seg.npy,114,1
Small_images_Masks\238-3_part_6.png,Small_images_Masks\238-3_part_6_seg.npy,538,1
Small_images_Masks\238-4_part_9.png,Small_images_Masks\238-4_part_9_seg.npy,72,1
Small_images_Masks\238-4_part_3.png,Small_images_Masks\238-4_part_3_seg.npy,35,1
Small_images_Masks\218-4_part_22.png,Small_images_Masks\218-4_part_22_seg.npy,867,1
Small_images_Masks\249-3_part_20.png,Small_images_Masks\249-3_part_20_seg.npy,147,0
Small_images_Masks\218-4_part_14.png,Small_images_Masks\218-4_part_14_seg.npy,136,0
Small_images_Masks\218-6_part_12.png,Small_images_Masks\218-6_part_12_seg.npy,61,0
Small_images_Masks\259-1_part_1.png,Small_images_Masks\259-1_part_1_seg.npy,319,0
Small_images_Masks\238-4_part_8.png,Small_images_Masks\238-4_part_8_seg.npy,206,0
Small_images_Masks\249-1_part_7.png,Small_images_Masks\249-1_part_7_seg.npy,1,1
Small_images_Masks\218-6_part_10.png,Small_images_Masks\218-6_part_10_seg.npy,115,0
Small_images_Masks\238-6_part_4.png,Small_images_Masks\238-6_part_4_seg.npy,185,1
Small_images_Masks\238-3_part_6.png,Small_images_Masks\238-3_part_6_seg.npy,413,0
Small_images_Masks\259-1_part_13.png,Small_images_Masks\259-1_part_13_seg.npy,168,0
Small_images_Masks\238-4_part_25.png,Small_images_Masks\238-4_part_25_seg.npy,16,0
Small_images_Masks\218-4_part_12.png,Small_images_Masks\218-4_part_12_seg.npy,533,1
Small_images_Masks\238-1_part_4.png,Small_images_Masks\238-1_part_4_seg.npy,125,1
Small_images_Masks\218-5_part_3.png,Small_images_Masks\218-5_part_3_seg.npy,100,0
Small_images_Masks\238-1_part_20.png,Small_images_Masks\238-1_part_20_seg.npy,243,0
Small_images_Masks\218-5_part_5.png,Small_images_Masks\218-5_part_5_seg.npy,147,1
Small_images_Masks\218-4_part_25.png,Small_images_Masks\218-4_part_25_seg.npy,301,0
Small_images_Masks\238-3_part_19.png,Small_images_Masks\238-3_part_19_seg.npy,347,1
Small_images_Masks\218-6_part_4.png,Small_images_Masks\218-6_part_4_seg.npy,361,1
Small_images_Masks\218-5_part_18.png,Small_images_Masks\218-5_part_18_seg.npy,16,1
Small_images_Masks\218-6_part_11.png,Small_images_Masks\218-6_part_11_seg.npy,667,1
Small_images_Masks\238-2_part_3.png,Small_images_Masks\238-2_part_3_seg.npy,112,1
Small_images_Masks\218-6_part_17.png,Small_images_Masks\218-6_part_17_seg.npy,71,1
Small_images_Masks\238-2_part_24.png,Small_images_Masks\238-2_part_24_seg.npy,222,0
Small_images_Masks\238-1_part_1.png,Small_images_Masks\238-1_part_1_seg.npy,418,0
Small_images_Masks\249-1_part_11.png,Small_images_Masks\249-1_part_11_seg.npy,182,0
Small_images_Masks\238-1_part_24.png,Small_images_Masks\238-1_part_24_seg.npy,162,0
Small_images_Masks\238-4_part_21.png,Small_images_Masks\238-4_part_21_seg.npy,272,0
Small_images_Masks\218-5_part_7.png,Small_images_Masks\218-5_part_7_seg.npy,984,1
Small_images_Masks\238-6_part_17.png,Small_images_Masks\238-6_part_17_seg.npy,371,0
Small_images_Masks\218-6_part_4.png,Small_images_Masks\218-6_part_4_seg.npy,540,1
Small_images_Masks\218-6_part_12.png,Small_images_Masks\218-6_part_12_seg.npy,522,1
Small_images_Masks\259-1_part_23.png,Small_images_Masks\259-1_part_23_seg.npy,379,0
Small_images_Masks\218-5_part_23.png,Small_images_Masks\218-5_part_23_seg.npy,549,1
Small_images_Masks\218-6_part_19.png,Small_images_Masks\218-6_part_19_seg.npy,79,0
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,45,1
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,289,1
Small_images_Masks\259-1_part_12.png,Small_images_Masks\259-1_part_12_seg.npy,91,0
Small_images_Masks\218-6_part_11.png,Small_images_Masks\218-6_part_11_seg.npy,661,1
Small_images_Masks\238-2_part_2.png,Small_images_Masks\238-2_part_2_seg.npy,158,1
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,41,1
Small_images_Masks\238-3_part_11.png,Small_images_Masks\238-3_part_11_seg.npy,54,0
Small_images_Masks\218-6_part_25.png,Small_images_Masks\218-6_part_25_seg.npy,103,0
Small_images_Masks\218-6_part_24.png,Small_images_Masks\218-6_part_24_seg.npy,368,0
Small_images_Masks\218-5_part_15.png,Small_images_Masks\218-5_part_15_seg.npy,106,0
Small_images_Masks\218-6_part_15.png,Small_images_Masks\218-6_part_15_seg.npy,79,0
Small_images_Masks\218-5_part_8.png,Small_images_Masks\218-5_part_8_seg.npy,781,0
Small_images_Masks\218-5_part_18.png,Small_images_Masks\218-5_part_18_seg.npy,432,1
Small_images_Masks\218-6_part_24.png,Small_images_Masks\218-6_part_24_seg.npy,574,1
Small_images_Masks\218-6_part_3.png,Small_images_Masks\218-6_part_3_seg.npy,463,0
Small_images_Masks\259-1_part_9.png,Small_images_Masks\259-1_part_9_seg.npy,448,0
Small_images_Masks\238-2_part_16.png,Small_images_Masks\238-2_part_16_seg.npy,219,0
Small_images_Masks\218-4_part_7.png,Small_images_Masks\218-4_part_7_seg.npy,27,0
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,441,1
Small_images_Masks\218-5_part_8.png,Small_images_Masks\218-5_part_8_seg.npy,9,1
Small_images_Masks\218-5_part_22.png,Small_images_Masks\218-5_part_22_seg.npy,85,1
Small_images_Masks\218-6_part_24.png,Small_images_Masks\218-6_part_24_seg.npy,304,1
Small_images_Masks\238-1_part_15.png,Small_images_Masks\238-1_part_15_seg.npy,81,1
Small_images_Masks\218-6_part_18.png,Small_images_Masks\218-6_part_18_seg.npy,389,1
Small_images_Masks\218-5_part_24.png,Small_images_Masks\218-5_part_24_seg.npy,106,1
Small_images_Masks\218-4_part_8.png,Small_images_Masks\218-4_part_8_seg.npy,304,1
Small_images_Masks\218-5_part_9.png,Small_images_Masks\218-5_part_9_seg.npy,140,0
Small_images_Masks\218-6_part_3.png,Small_images_Masks\218-6_part_3_seg.npy,431,0
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,312,1
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,970,1
Small_images_Masks\238-1_part_15.png,Small_images_Masks\238-1_part_15_seg.npy,177,1
Small_images_Masks\238-1_part_7.png,Small_images_Masks\238-1_part_7_seg.npy,359,0
Small_images_Masks\238-2_part_11.png,Small_images_Masks\238-2_part_11_seg.npy,75,1
Small_images_Masks\238-6_part_17.png,Small_images_Masks\238-6_part_17_seg.npy,97,0
Small_images_Masks\218-5_part_22.png,Small_images_Masks\218-5_part_22_seg.npy,366,1
Small_images_Masks\218-6_part_5.png,Small_images_Masks\218-6_part_5_seg.npy,174,1
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,1003,1
Small_images_Masks\218-6_part_25.png,Small_images_Masks\218-6_part_25_seg.npy,226,0
Small_images_Masks\238-3_part_17.png,Small_images_Masks\238-3_part_17_seg.npy,387,0
Small_images_Masks\218-4_part_24.png,Small_images_Masks\218-4_part_24_seg.npy,519,0
Small_images_Masks\218-4_part_22.png,Small_images_Masks\218-4_part_22_seg.npy,642,1
Small_images_Masks\218-5_part_2.png,Small_images_Masks\218-5_part_2_seg.npy,810,0
Small_images_Masks\218-6_part_3.png,Small_images_Masks\218-6_part_3_seg.npy,781,0
Small_images_Masks\218-5_part_20.png,Small_images_Masks\218-5_part_20_seg.npy,135,1
Small_images_Masks\238-4_part_21.png,Small_images_Masks\238-4_part_21_seg.npy,278,1
Small_images_Masks\218-5_part_8.png,Small_images_Masks\218-5_part_8_seg.npy,868,1
Small_images_Masks\218-4_part_8.png,Small_images_Masks\218-4_part_8_seg.npy,272,1
Small_images_Masks\249-1_part_18.png,Small_images_Masks\249-1_part_18_seg.npy,15,0
Small_images_Masks\218-4_part_17.png,Small_images_Masks\218-4_part_17_seg.npy,730,1
Small_images_Masks\218-4_part_18.png,Small_images_Masks\218-4_part_18_seg.npy,770,1
Small_images_Masks\238-3_part_8.png,Small_images_Masks\238-3_part_8_seg.npy,83,1
Small_images_Masks\249-1_part_22.png,Small_images_Masks\249-1_part_22_seg.npy,203,0
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,539,0
Small_images_Masks\218-5_part_12.png,Small_images_Masks\218-5_part_12_seg.npy,675,1
Small_images_Masks\218-6_part_12.png,Small_images_Masks\218-6_part_12_seg.npy,59,1
Small_images_Masks\238-2_part_8.png,Small_images_Masks\238-2_part_8_seg.npy,200,0
Small_images_Masks\218-5_part_21.png,Small_images_Masks\218-5_part_21_seg.npy,257,1
Small_images_Masks\238-1_part_20.png,Small_images_Masks\238-1_part_20_seg.npy,171,0
Small_images_Masks\218-6_part_7.png,Small_images_Masks\218-6_part_7_seg.npy,186,1
Small_images_Masks\238-3_part_11.png,Small_images_Masks\238-3_part_11_seg.npy,25,0
Small_images_Masks\249-1_part_3.png,Small_images_Masks\249-1_part_3_seg.npy,291,1
Small_images_Masks\218-5_part_15.png,Small_images_Masks\218-5_part_15_seg.npy,147,1
Small_images_Masks\218-5_part_2.png,Small_images_Masks\218-5_part_2_seg.npy,252,0
Small_images_Masks\218-6_part_19.png,Small_images_Masks\218-6_part_19_seg.npy,367,0
Small_images_Masks\218-6_part_15.png,Small_images_Masks\218-6_part_15_seg.npy,216,0
Small_images_Masks\259-1_part_6.png,Small_images_Masks\259-1_part_6_seg.npy,172,0
Small_images_Masks\238-3_part_23.png,Small_images_Masks\238-3_part_23_seg.npy,101,0
Small_images_Masks\218-5_part_24.png,Small_images_Masks\218-5_part_24_seg.npy,332,0
Small_images_Masks\238-6_part_23.png,Small_images_Masks\238-6_part_23_seg.npy,303,1
Small_images_Masks\238-3_part_8.png,Small_images_Masks\238-3_part_8_seg.npy,37,1
Small_images_Masks\218-5_part_22.png,Small_images_Masks\218-5_part_22_seg.npy,221,0
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,444,1
Small_images_Masks\218-5_part_15.png,Small_images_Masks\218-5_part_15_seg.npy,164,0
Small_images_Masks\218-5_part_13.png,Small_images_Masks\218-5_part_13_seg.npy,747,1
Small_images_Masks\238-2_part_10.png,Small_images_Masks\238-2_part_10_seg.npy,137,1
Small_images_Masks\238-3_part_6.png,Small_images_Masks\238-3_part_6_seg.npy,500,0
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,660,1
Small_images_Masks\218-6_part_13.png,Small_images_Masks\218-6_part_13_seg.npy,257,1
Small_images_Masks\218-6_part_5.png,Small_images_Masks\218-6_part_5_seg.npy,607,1
Small_images_Masks\218-5_part_2.png,Small_images_Masks\218-5_part_2_seg.npy,428,1
Small_images_Masks\218-4_part_21.png,Small_images_Masks\218-4_part_21_seg.npy,58,0
Small_images_Masks\249-2_part_1.png,Small_images_Masks\249-2_part_1_seg.npy,125,1
Small_images_Masks\218-5_part_8.png,Small_images_Masks\218-5_part_8_seg.npy,233,0
Small_images_Masks\218-4_part_17.png,Small_images_Masks\218-4_part_17_seg.npy,189,0
Small_images_Masks\218-5_part_15.png,Small_images_Masks\218-5_part_15_seg.npy,36,0
Small_images_Masks\238-1_part_5.png,Small_images_Masks\238-1_part_5_seg.npy,153,0
Small_images_Masks\218-5_part_2.png,Small_images_Masks\218-5_part_2_seg.npy,94,1
Small_images_Masks\218-5_part_16.png,Small_images_Masks\218-5_part_16_seg.npy,132,1
Small_images_Masks\218-4_part_7.png,Small_images_Masks\218-4_part_7_seg.npy,540,1
Small_images_Masks\238-4_part_13.png,Small_images_Masks\238-4_part_13_seg.npy,122,1
Small_images_Masks\218-4_part_24.png,Small_images_Masks\218-4_part_24_seg.npy,179,1
Small_images_Masks\218-5_part_12.png,Small_images_Masks\218-5_part_12_seg.npy,1,1
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,775,1
Small_images_Masks\218-5_part_12.png,Small_images_Masks\218-5_part_12_seg.npy,762,0
Small_images_Masks\218-4_part_9.png,Small_images_Masks\218-4_part_9_seg.npy,195,1
Small_images_Masks\218-5_part_23.png,Small_images_Masks\218-5_part_23_seg.npy,590,1
Small_images_Masks\259-1_part_10.png,Small_images_Masks\259-1_part_10_seg.npy,359,0
Small_images_Masks\238-3_part_3.png,Small_images_Masks\238-3_part_3_seg.npy,25,0
Small_images_Masks\238-3_part_9.png,Small_images_Masks\238-3_part_9_seg.npy,304,0
Small_images_Masks\218-5_part_6.png,Small_images_Masks\218-5_part_6_seg.npy,646,1
Small_images_Masks\238-1_part_9.png,Small_images_Masks\238-1_part_9_seg.npy,198,0
Small_images_Masks\218-6_part_10.png,Small_images_Masks\218-6_part_10_seg.npy,703,1
Small_images_Masks\238-2_part_8.png,Small_images_Masks\238-2_part_8_seg.npy,260,1
Small_images_Masks\249-1_part_2.png,Small_images_Masks\249-1_part_2_seg.npy,282,0
Small_images_Masks\218-6_part_25.png,Small_images_Masks\218-6_part_25_seg.npy,220,1
Small_images_Masks\249-2_part_24.png,Small_images_Masks\249-2_part_24_seg.npy,211,1
Small_images_Masks\218-6_part_8.png,Small_images_Masks\218-6_part_8_seg.npy,1082,1
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,631,1
Small_images_Masks\218-6_part_18.png,Small_images_Masks\218-6_part_18_seg.npy,27,0
Small_images_Masks\238-4_part_13.png,Small_images_Masks\238-4_part_13_seg.npy,69,0
Small_images_Masks\238-6_part_7.png,Small_images_Masks\238-6_part_7_seg.npy,166,0
Small_images_Masks\218-4_part_10.png,Small_images_Masks\218-4_part_10_seg.npy,38,1
Small_images_Masks\259-1_part_8.png,Small_images_Masks\259-1_part_8_seg.npy,189,1
Small_images_Masks\218-4_part_13.png,Small_images_Masks\218-4_part_13_seg.npy,768,1
Small_images_Masks\218-6_part_4.png,Small_images_Masks\218-6_part_4_seg.npy,845,0
Small_images_Masks\259-1_part_10.png,Small_images_Masks\259-1_part_10_seg.npy,351,0
Small_images_Masks\218-6_part_10.png,Small_images_Masks\218-6_part_10_seg.npy,446,0
Small_images_Masks\249-1_part_8.png,Small_images_Masks\249-1_part_8_seg.npy,204,0
Small_images_Masks\218-4_part_8.png,Small_images_Masks\218-4_part_8_seg.npy,477,0
Small_images_Masks\218-6_part_2.png,Small_images_Masks\218-6_part_2_seg.npy,396,1
Small_images_Masks\218-6_part_9.png,Small_images_Masks\218-6_part_9_seg.npy,134,1
Small_images_Masks\218-5_part_2.png,Small_images_Masks\218-5_part_2_seg.npy,646,1
Small_images_Masks\218-5_part_6.png,Small_images_Masks\218-5_part_6_seg.npy,519,1
Small_images_Masks\238-2_part_3.png,Small_images_Masks\238-2_part_3_seg.npy,329,0
Small_images_Masks\218-4_part_23.png,Small_images_Masks\218-4_part_23_seg.npy,207,0
Small_images_Masks\218-6_part_12.png,Small_images_Masks\218-6_part_12_seg.npy,677,1
Small_images_Masks\218-6_part_16.png,Small_images_Masks\218-6_part_16_seg.npy,279,0
Small_images_Masks\218-6_part_20.png,Small_images_Masks\218-6_part_20_seg.npy,37,1
Small_images_Masks\218-5_part_2.png,Small_images_Masks\218-5_part_2_seg.npy,527,1
Small_images_Masks\249-3_part_19.png,Small_images_Masks\249-3_part_19_seg.npy,169,0
Small_images_Masks\218-6_part_10.png,Small_images_Masks\218-6_part_10_seg.npy,122,1
Small_images_Masks\238-6_part_19.png,Small_images_Masks\238-6_part_19_seg.npy,14,0
Small_images_Masks\218-5_part_13.png,Small_images_Masks\218-5_part_13_seg.npy,715,1
